lead_id,owner,source,created_at,appt_set,appt_show,qualified,proposal,closed_won,deal_size,cycle_days,tasks_overdue,last_touch_days
131,Sam,Retail,2025-02-02 06:00:00,1,1,0,0,0,0.0,13,3,6
132,Taylor,Referral,2025-02-11 11:00:00,0,0,0,0,0,0.0,5,0,20
133,Jordan,Inbound,2025-03-10 10:00:00,0,0,0,0,0,0.0,7,0,15
134,Alex,Retail,2025-01-08 07:00:00,0,0,0,0,0,0.0,12,1,18
135,Jordan,Inbound,2025-03-05 22:00:00,1,1,1,0,0,0.0,15,1,12
136,Sam,Retail,2025-01-02 10:00:00,1,1,1,1,0,0.0,13,0,10
137,Jordan,Events,2025-02-22 06:00:00,1,0,0,0,0,0.0,24,0,0
138,Matt,Inbound,2025-02-12 22:00:00,0,0,0,0,0,0.0,16,1,1
139,Jordan,Outbound,2025-02-12 04:00:00,0,0,0,0,0,0.0,2,1,14
140,Jordan,Retail,2025-02-14 11:00:00,0,0,0,0,0,0.0,14,0,4
141,Sam,Inbound,2025-02-14 06:00:00,0,0,0,0,0,0.0,15,0,1
142,Taylor,Inbound,2025-02-06 15:00:00,1,1,1,1,0,0.0,3,0,16
143,Taylor,Referral,2025-02-10 14:00:00,0,0,0,0,0,0.0,10,0,13
144,Sam,Inbound,2025-02-21 03:00:00,0,0,0,0,0,0.0,22,1,2
145,Alex,Inbound,2025-03-10 17:00:00,1,0,0,0,0,0.0,10,0,10
146,Jordan,Retail,2025-02-19 16:00:00,0,0,0,0,0,0.0,12,1,9
147,Matt,Retail,2025-02-27 19:00:00,1,1,1,0,0,0.0,7,0,0
148,Taylor,Inbound,2025-03-17 07:00:00,0,0,0,0,0,0.0,3,0,12
149,Taylor,Retail,2025-03-31 01:00:00,0,0,0,0,0,0.0,9,1,8
150,Taylor,Retail,2025-01-10 18:00:00,1,1,1,1,1,4004.0,39,1,18
151,Alex,Outbound,2025-03-06 03:00:00,0,0,0,0,0,0.0,24,0,2
152,Alex,Referral,2025-01-21 06:00:00,1,1,1,1,1,5272.0,9,1,17
153,Taylor,Retail,2025-01-18 17:00:00,0,0,0,0,0,0.0,21,0,0
154,Jordan,Inbound,2025-03-13 08:00:00,0,0,0,0,0,0.0,16,1,16
155,Sam,Retail,2025-01-07 04:00:00,0,0,0,0,0,0.0,17,2,16
156,Jordan,Outbound,2025-03-18 07:00:00,0,0,0,0,0,0.0,11,1,8
157,Jordan,Retail,2025-03-11 08:00:00,1,1,0,0,0,0.0,3,3,5
158,Sam,Outbound,2025-03-31 12:00:00,1,1,1,1,0,0.0,11,2,2
159,Taylor,Outbound,2025-03-02 02:00:00,1,0,0,0,0,0.0,21,1,7
160,Alex,Outbound,2025-03-20 13:00:00,1,1,1,1,1,2499.0,14,1,14
161,Taylor,Retail,2025-01-11 16:00:00,1,0,0,0,0,0.0,19,0,15
162,Alex,Referral,2025-03-22 02:00:00,1,0,0,0,0,0.0,3,3,3
163,Jordan,Retail,2025-01-15 10:00:00,1,1,0,0,0,0.0,6,0,0
164,Taylor,Retail,2025-01-29 06:00:00,1,1,1,1,0,0.0,8,0,11
165,Taylor,Inbound,2025-01-12 12:00:00,0,0,0,0,0,0.0,10,0,12
166,Taylor,Retail,2025-02-06 03:00:00,1,1,1,0,0,0.0,24,1,20
167,Alex,Outbound,2025-03-09 09:00:00,0,0,0,0,0,0.0,12,0,15
168,Taylor,Outbound,2025-01-25 03:00:00,1,1,1,0,0,0.0,17,0,11
169,Taylor,Retail,2025-03-15 23:00:00,1,1,1,1,0,0.0,16,0,12
170,Taylor,Events,2025-02-24 13:00:00,1,1,1,1,1,3221.0,7,2,13
171,Matt,Retail,2025-02-26 14:00:00,1,0,0,0,0,0.0,24,0,9
172,Sam,Inbound,2025-03-26 11:00:00,1,1,0,0,0,0.0,7,0,14
173,Taylor,Retail,2025-02-08 20:00:00,1,1,0,0,0,0.0,2,0,4
174,Sam,Referral,2025-02-01 00:00:00,1,0,0,0,0,0.0,19,2,17
175,Alex,Retail,2025-03-31 12:00:00,1,1,0,0,0,0.0,17,1,18
176,Sam,Retail,2025-02-20 03:00:00,0,0,0,0,0,0.0,7,0,9
177,Matt,Retail,2025-02-25 07:00:00,1,0,0,0,0,0.0,21,1,9
178,Jordan,Events,2025-01-27 16:00:00,0,0,0,0,0,0.0,5,0,10
179,Sam,Referral,2025-01-20 09:00:00,1,1,1,1,0,0.0,7,2,17
180,Jordan,Outbound,2025-01-16 06:00:00,0,0,0,0,0,0.0,5,1,3
181,Sam,Referral,2025-01-21 02:00:00,0,0,0,0,0,0.0,6,1,7
182,Alex,Referral,2025-01-18 13:00:00,0,0,0,0,0,0.0,18,1,12
183,Sam,Inbound,2025-03-09 04:00:00,0,0,0,0,0,0.0,18,2,14
184,Sam,Retail,2025-01-06 05:00:00,1,1,1,0,0,0.0,16,1,6
185,Sam,Outbound,2025-02-26 15:00:00,1,1,0,0,0,0.0,21,1,2
186,Alex,Outbound,2025-03-27 10:00:00,1,1,0,0,0,0.0,3,0,10
187,Alex,Retail,2025-03-10 21:00:00,0,0,0,0,0,0.0,16,1,13
188,Alex,Retail,2025-02-06 06:00:00,0,0,0,0,0,0.0,4,0,16
189,Jordan,Outbound,2025-01-06 08:00:00,1,1,1,0,0,0.0,23,0,0
190,Jordan,Retail,2025-03-17 01:00:00,0,0,0,0,0,0.0,16,0,0
191,Alex,Referral,2025-01-01 06:00:00,1,1,1,1,1,3939.0,15,0,8
192,Jordan,Retail,2025-03-03 07:00:00,0,0,0,0,0,0.0,15,1,11
193,Alex,Retail,2025-03-02 09:00:00,0,0,0,0,0,0.0,10,0,0
194,Alex,Referral,2025-01-18 06:00:00,1,1,0,0,0,0.0,17,0,3
195,Sam,Retail,2025-03-08 14:00:00,0,0,0,0,0,0.0,21,1,8
196,Taylor,Retail,2025-01-16 18:00:00,0,0,0,0,0,0.0,6,1,5
197,Alex,Inbound,2025-01-21 07:00:00,1,1,1,1,1,4191.0,19,0,14
198,Taylor,Referral,2025-03-15 01:00:00,1,1,0,0,0,0.0,18,1,0
199,Jordan,Retail,2025-03-30 02:00:00,1,1,1,0,0,0.0,3,0,18
200,Matt,Retail,2025-01-24 19:00:00,0,0,0,0,0,0.0,23,0,3
201,Alex,Outbound,2025-03-24 22:00:00,1,1,1,1,0,0.0,6,1,9
202,Matt,Events,2025-03-24 04:00:00,0,0,0,0,0,0.0,15,1,20
203,Matt,Inbound,2025-03-11 05:00:00,0,0,0,0,0,0.0,4,0,13
204,Alex,Retail,2025-01-13 14:00:00,1,1,1,1,0,0.0,6,2,20
205,Jordan,Retail,2025-01-27 22:00:00,1,0,0,0,0,0.0,16,1,0
206,Sam,Retail,2025-03-02 23:00:00,0,0,0,0,0,0.0,17,0,15
207,Matt,Retail,2025-03-31 22:00:00,0,0,0,0,0,0.0,17,1,1
208,Taylor,Outbound,2025-03-15 07:00:00,1,1,1,0,0,0.0,9,0,12
209,Alex,Retail,2025-02-07 19:00:00,1,1,1,1,0,0.0,20,2,6
210,Matt,Inbound,2025-01-22 04:00:00,1,1,1,1,1,4001.0,20,0,16
211,Sam,Outbound,2025-03-28 10:00:00,0,0,0,0,0,0.0,21,0,2
212,Sam,Inbound,2025-01-25 20:00:00,1,1,1,1,1,4488.0,22,0,18
213,Sam,Retail,2025-01-31 19:00:00,0,0,0,0,0,0.0,16,1,10
214,Matt,Outbound,2025-03-28 19:00:00,1,1,1,0,0,0.0,22,1,10
215,Matt,Outbound,2025-02-20 13:00:00,0,0,0,0,0,0.0,7,2,11
216,Alex,Outbound,2025-01-24 19:00:00,1,1,1,1,0,0.0,11,2,0
217,Jordan,Retail,2025-01-01 11:00:00,1,1,1,1,0,0.0,21,2,6
218,Taylor,Retail,2025-02-08 16:00:00,0,0,0,0,0,0.0,21,0,14
219,Alex,Referral,2025-03-30 17:00:00,0,0,0,0,0,0.0,7,1,20
220,Matt,Retail,2025-02-08 22:00:00,1,1,1,1,0,0.0,13,0,20
221,Taylor,Retail,2025-03-04 22:00:00,1,1,1,1,0,0.0,9,0,11
222,Matt,Inbound,2025-01-23 18:00:00,1,0,0,0,0,0.0,13,0,5
223,Matt,Outbound,2025-03-11 19:00:00,1,1,1,1,0,0.0,10,0,10
224,Jordan,Events,2025-03-11 19:00:00,1,1,1,1,0,0.0,2,0,9
225,Jordan,Retail,2025-02-24 17:00:00,0,0,0,0,0,0.0,23,1,8
226,Sam,Referral,2025-03-11 11:00:00,1,0,0,0,0,0.0,16,0,7
227,Taylor,Retail,2025-02-22 02:00:00,0,0,0,0,0,0.0,12,2,18
228,Taylor,Inbound,2025-02-04 01:00:00,1,1,1,1,0,0.0,4,0,8
229,Alex,Inbound,2025-03-08 09:00:00,1,1,1,1,0,0.0,3,1,0
230,Taylor,Retail,2025-03-17 03:00:00,0,0,0,0,0,0.0,13,1,15
231,Sam,Retail,2025-03-17 16:00:00,1,1,0,0,0,0.0,16,1,13
232,Matt,Retail,2025-01-20 04:00:00,0,0,0,0,0,0.0,7,1,7
233,Taylor,Events,2025-03-02 21:00:00,1,1,0,0,0,0.0,19,1,13
234,Matt,Inbound,2025-01-01 09:00:00,0,0,0,0,0,0.0,11,1,19
235,Jordan,Referral,2025-02-21 11:00:00,0,0,0,0,0,0.0,2,0,19
236,Sam,Outbound,2025-02-21 09:00:00,0,0,0,0,0,0.0,14,0,16
237,Alex,Inbound,2025-02-02 17:00:00,1,0,0,0,0,0.0,6,1,12
238,Alex,Outbound,2025-03-31 11:00:00,1,1,0,0,0,0.0,2,0,0
239,Jordan,Retail,2025-03-21 11:00:00,1,1,1,1,1,3895.0,13,0,10
240,Taylor,Retail,2025-01-04 11:00:00,1,1,1,1,0,0.0,8,1,17
241,Alex,Outbound,2025-01-19 19:00:00,1,0,0,0,0,0.0,13,0,17
242,Sam,Outbound,2025-01-19 17:00:00,1,1,0,0,0,0.0,24,0,16
243,Jordan,Retail,2025-03-22 18:00:00,1,0,0,0,0,0.0,7,0,20
244,Matt,Inbound,2025-02-16 16:00:00,1,1,1,1,1,3701.0,17,2,10
245,Sam,Inbound,2025-03-07 14:00:00,1,1,0,0,0,0.0,6,0,2
246,Taylor,Referral,2025-03-14 21:00:00,1,1,1,0,0,0.0,9,1,10
247,Jordan,Inbound,2025-03-11 02:00:00,1,1,0,0,0,0.0,6,1,6
248,Matt,Retail,2025-01-09 00:00:00,0,0,0,0,0,0.0,9,0,17
249,Matt,Retail,2025-01-13 15:00:00,1,0,0,0,0,0.0,24,1,16
250,Jordan,Retail,2025-02-05 13:00:00,1,1,0,0,0,0.0,10,1,8
251,Jordan,Outbound,2025-01-31 10:00:00,1,0,0,0,0,0.0,16,0,8
252,Jordan,Referral,2025-03-09 05:00:00,0,0,0,0,0,0.0,17,0,3
253,Alex,Inbound,2025-01-15 01:00:00,1,1,1,1,0,0.0,4,2,0
254,Jordan,Retail,2025-02-03 10:00:00,0,0,0,0,0,0.0,7,0,6
255,Alex,Retail,2025-01-22 07:00:00,0,0,0,0,0,0.0,11,1,5
256,Sam,Outbound,2025-01-17 23:00:00,1,0,0,0,0,0.0,12,1,5
257,Sam,Outbound,2025-01-16 13:00:00,0,0,0,0,0,0.0,2,0,20
258,Sam,Retail,2025-01-18 14:00:00,0,0,0,0,0,0.0,16,1,14
259,Matt,Retail,2025-02-20 19:00:00,1,1,0,0,0,0.0,8,0,11
260,Taylor,Inbound,2025-02-06 21:00:00,1,1,1,1,0,0.0,9,1,3
261,Matt,Retail,2025-02-09 04:00:00,0,0,0,0,0,0.0,15,1,17
262,Taylor,Outbound,2025-02-13 03:00:00,0,0,0,0,0,0.0,23,1,13
263,Matt,Retail,2025-03-08 16:00:00,1,1,1,1,0,0.0,21,0,10
264,Jordan,Retail,2025-03-19 13:00:00,1,1,0,0,0,0.0,24,0,9
265,Matt,Referral,2025-02-17 09:00:00,0,0,0,0,0,0.0,11,0,11
266,Matt,Retail,2025-02-27 19:00:00,1,1,1,1,1,4249.0,40,0,17
267,Sam,Retail,2025-03-08 11:00:00,0,0,0,0,0,0.0,6,1,15
268,Sam,Retail,2025-03-04 03:00:00,1,1,0,0,0,0.0,9,1,10
269,Matt,Retail,2025-01-13 02:00:00,0,0,0,0,0,0.0,8,0,14
270,Taylor,Retail,2025-03-30 11:00:00,0,0,0,0,0,0.0,6,0,19
271,Alex,Retail,2025-01-15 19:00:00,0,0,0,0,0,0.0,5,0,6
272,Alex,Retail,2025-02-07 01:00:00,0,0,0,0,0,0.0,6,0,18
273,Alex,Retail,2025-02-28 17:00:00,0,0,0,0,0,0.0,17,2,12
274,Jordan,Inbound,2025-02-06 07:00:00,0,0,0,0,0,0.0,13,0,3
275,Matt,Outbound,2025-01-22 21:00:00,0,0,0,0,0,0.0,2,0,20
276,Jordan,Retail,2025-03-25 02:00:00,1,0,0,0,0,0.0,14,0,14
277,Alex,Retail,2025-01-07 10:00:00,0,0,0,0,0,0.0,21,1,8
278,Matt,Inbound,2025-01-23 03:00:00,1,1,0,0,0,0.0,11,0,4
279,Alex,Referral,2025-03-31 08:00:00,0,0,0,0,0,0.0,9,1,19
280,Sam,Referral,2025-03-07 16:00:00,0,0,0,0,0,0.0,8,0,17
281,Sam,Retail,2025-01-08 19:00:00,1,1,1,0,0,0.0,10,1,0
282,Alex,Retail,2025-03-09 21:00:00,1,1,1,1,0,0.0,8,0,13
283,Alex,Retail,2025-03-29 06:00:00,1,1,1,0,0,0.0,23,0,2
284,Sam,Retail,2025-01-09 19:00:00,0,0,0,0,0,0.0,24,0,6
285,Sam,Inbound,2025-02-07 06:00:00,1,1,0,0,0,0.0,9,1,11
286,Taylor,Retail,2025-02-12 03:00:00,1,1,1,1,0,0.0,23,1,5
287,Taylor,Retail,2025-01-12 18:00:00,0,0,0,0,0,0.0,21,2,10
288,Taylor,Retail,2025-01-19 01:00:00,0,0,0,0,0,0.0,3,2,9
289,Taylor,Inbound,2025-01-16 15:00:00,1,1,0,0,0,0.0,13,0,12
290,Jordan,Retail,2025-01-17 16:00:00,1,1,1,1,1,3675.0,32,1,16
291,Alex,Referral,2025-02-06 07:00:00,0,0,0,0,0,0.0,11,2,3
292,Alex,Retail,2025-02-11 17:00:00,0,0,0,0,0,0.0,12,2,16
293,Alex,Referral,2025-01-22 10:00:00,0,0,0,0,0,0.0,13,0,4
294,Sam,Retail,2025-01-27 01:00:00,1,1,1,0,0,0.0,17,0,0
295,Sam,Referral,2025-01-18 07:00:00,1,1,0,0,0,0.0,8,0,9
296,Taylor,Referral,2025-03-13 15:00:00,1,0,0,0,0,0.0,15,0,6
297,Matt,Events,2025-01-20 01:00:00,0,0,0,0,0,0.0,7,1,3
298,Jordan,Outbound,2025-03-23 16:00:00,1,1,1,1,1,3449.0,21,1,8
299,Alex,Outbound,2025-02-18 11:00:00,1,1,1,1,0,0.0,3,1,18
300,Taylor,Inbound,2025-03-14 05:00:00,0,0,0,0,0,0.0,3,1,12
301,Alex,Outbound,2025-02-27 06:00:00,0,0,0,0,0,0.0,2,1,15
302,Matt,Retail,2025-01-24 22:00:00,0,0,0,0,0,0.0,10,1,3
303,Jordan,Inbound,2025-02-24 02:00:00,1,1,0,0,0,0.0,15,1,1
304,Taylor,Inbound,2025-01-25 16:00:00,1,0,0,0,0,0.0,24,0,7
305,Taylor,Referral,2025-01-11 16:00:00,1,1,1,1,1,3633.0,14,1,16
306,Matt,Inbound,2025-01-23 22:00:00,1,1,1,1,0,0.0,6,2,18
307,Alex,Retail,2025-01-25 19:00:00,1,1,1,0,0,0.0,10,0,2
308,Matt,Inbound,2025-01-13 03:00:00,1,1,1,1,1,3184.0,9,0,10
309,Alex,Retail,2025-01-03 02:00:00,0,0,0,0,0,0.0,12,2,8
310,Jordan,Retail,2025-03-26 22:00:00,0,0,0,0,0,0.0,18,0,15
311,Alex,Inbound,2025-02-16 04:00:00,0,0,0,0,0,0.0,2,0,4
312,Matt,Retail,2025-02-06 04:00:00,1,0,0,0,0,0.0,19,1,10
313,Jordan,Retail,2025-03-25 16:00:00,1,1,1,1,1,3879.0,16,0,17
314,Matt,Retail,2025-01-21 05:00:00,1,1,0,0,0,0.0,17,1,9
315,Alex,Retail,2025-02-06 06:00:00,1,1,1,1,1,4258.0,35,0,16
316,Matt,Retail,2025-03-18 04:00:00,1,1,1,1,0,0.0,19,2,13
